ID_Transaksi,Tanggal_Transaksi,Nama_Produk,Kategori_Produk,Nama_Pelanggan,Kota,Channel_Penjualan,Jumlah_Beli,Harga_Satuan,Diskon_Persen,Kode_Status_Pengiriman
TRX615,2024-03-22 15:00:00,Xiaomi 14,Smartphone,Kartika Sari,Semarang,In-Store,1,12000000,0,DLV-02
TRX616,2024-04-22 12:20:00,Lenovo ThinkPad X1 Carbon,Laptop,Lina Marlina,Surabaya,Mobile App,1,35000000,10,SHP-01
TRX617,2024-05-22 09:45:00,Bose QuietComfort Ultra,Audio,Mega Wati,Jakarta,Website,1,6200000,5,DLV-02
TRX618,2024-06-22 11:00:00,HP Spectre x360,Laptop,Nanda Putra,Bandung,Mobile App,1,26000000,5,CNL-04
TRX619,2024-07-22 17:30:00,Samsung Galaxy Watch 6,Aksesoris,Putri Amelia,Jakarta,In-Store,1,5000000,0,DLV-02
TRX620,2024-08-22 20:10:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,10,SHP-01
TRX621,2024-01-28 10:00:00,iPhone 15,Smartphone,Siti Lestari ,Bandung,Website,1,21000000,20,DLV-02
TRX622,2024-02-28 16:30:00,Samsung Galaxy S24,Smartphone,Budi Santoso,Jakarta,Mobile App,1,18500000,20,DLV-02
TRX623,2024-03-28 21:00:00,Sony WH-1000XM5,Audio,Agus Wijaya,Jakarta,In-Store,1,5500000,0,DLV-02
TRX624,2024-04-28 10:30:00,Dell XPS 15,Laptop,Dewi Puspita,Surabaya,Website,1,32000000,25,SHP-01
TRX625,2024-05-28 13:15:00,Apple Watch Series 9,Aksesoris, Eko Prasetyo ,Yogyakarta,Mobile App,1,7500000,15,DLV-02
TRX626,2024-06-28 18:00:00,MacBook Air M2,Laptop,Fitri Handayani,Bandung,Website,1,23000000,20,DLV-02
TRX627,2024-07-28 22:30:00,JBL Charge 5,Audio,Gilang Ramadhan,Surabaya,In-Store,1,2500000,0,DLV-02
TRX628,2024-08-28 15:00:00,Samsung Odyssey G9,Monitor,Hana Yuliana,Jakarta,Mobile App,1,28000000,25,SHP-01
TRX629,2024-09-28 12:00:00,Logitech MX Master 3S,Aksesoris,Indra Maulana,Medan,Website,1,1800000,15,DLV-02
TRX630,2024-10-28 19:30:00,Google Pixel 8,Smartphone,Joko Susilo,Jakarta,Mobile App,1,15000000,20,RTN-03
TRX631,2024-11-28 14:00:00,AirPods Pro 2,Audio,Kartika Sari,Semarang,In-Store,1,4000000,0,DLV-02
TRX632,2024-12-28 17:00:00,ASUS ROG Zephyrus G14,Laptop,Lina Marlina,Surabaya,Website,1,29500000,25,DLV-02
TRX633,2024-01-18 19:20:00,Anker PowerCore 10000,Aksesoris,Mega Wati,Jakarta,Mobile App,1,500000,15,DLV-02
TRX634,2024-02-18 21:45:00,LG UltraGear 27,Monitor,Nanda Putra,Bandung,Website,1,9500000,20,DLV-02
TRX635,2024-03-18 15:30:00,Xiaomi 14,Smartphone,Putri Amelia,Jakarta,In-Store,1,12000000,0,DLV-02
TRX636,2024-04-18 12:50:00,Lenovo ThinkPad X1 Carbon,Laptop,Siti Lestari ,Bandung,Mobile App,1,35000000,25,SHP-01
TRX637,2024-05-18 10:15:00,Bose QuietComfort Ultra,Audio,Budi Santoso,Jakarta,Website,1,6200000,15,DLV-02
TRX638,2024-06-18 11:30:00,HP Spectre x360,Laptop,Agus Wijaya,Jakarta,Mobile App,1,26000000,20,DLV-02
TRX639,2024-07-18 18:00:00,Samsung Galaxy Watch 6,Aksesoris,Dewi Puspita,Surabaya,In-Store,1,5000000,0,DLV-02
TRX640,2024-08-18 20:40:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,25,SHP-01
TRX641,2024-01-21 09:30:00,Sony WH-1000XM5,Audio,Siti Lestari ,Bandung,Mobile App,1,5500000,5,DLV-02
TRX642,2024-02-22 11:00:00,Dell XPS 15,Laptop,Indra Maulana,Medan,Website,1,32000000,15,SHP-01
TRX643,2024-03-23 14:00:00,Apple Watch Series 9,Aksesoris,Joko Susilo,Jakarta,In-Store,1,7500000,0,DLV-02
TRX644,2024-04-24 16:45:00,MacBook Air M2,Laptop,Kartika Sari,Semarang,Mobile App,1,23000000,10,DLV-02
TRX645,2024-05-25 18:20:00,JBL Charge 5,Audio,Lina Marlina,Surabaya,Website,1,2500000,5,DLV-02
TRX646,2024-06-26 10:15:00,Samsung Odyssey G9,Monitor,Mega Wati,Jakarta,In-Store,1,28000000,0,DLV-02
TRX647,2024-07-27 13:00:00,Logitech MX Master 3S,Aksesoris,Nanda Putra,Bandung,Mobile App,2,1800000,5,CNL-04
TRX648,2024-08-28 15:45:00,Google Pixel 8,Smartphone,Putri Amelia,Jakarta,Website,1,15000000,10,DLV-02
TRX649,2024-09-29 17:30:00,AirPods Pro 2,Audio,Siti Lestari ,Bandung,In-Store,1,4000000,0,DLV-02
TRX650,2024-10-30 19:00:00,ASUS ROG Zephyrus G14,Laptop,Budi Santoso,Jakarta,Mobile App,1,29500000,15,RTN-03
TRX651,2024-11-01 08:50:00,Anker PowerCore 10000,Aksesoris,Agus Wijaya,Jakarta,Website,1,500000,5,DLV-02
TRX652,2024-12-02 11:20:00,LG UltraGear 27,Monitor,Dewi Puspita,Surabaya,In-Store,1,9500000,0,DLV-02
TRX653,2024-01-03 14:10:00,Xiaomi 14,Smartphone, Eko Prasetyo ,Yogyakarta,Mobile App,1,12000000,5,DLV-02
TRX654,2024-02-04 16:55:00,Lenovo ThinkPad X1 Carbon,Laptop,Fitri Handayani,Bandung,Website,1,35000000,15,SHP-01
TRX655,2024-03-05 18:40:00,Bose QuietComfort Ultra,Audio,Gilang Ramadhan,Surabaya,In-Store,1,6200000,0,DLV-02
TRX656,2024-04-06 09:00:00,HP Spectre x360,Laptop,Hana Yuliana,Jakarta,Mobile App,1,26000000,10,DLV-02
TRX657,2024-05-07 11:30:00,Samsung Galaxy Watch 6,Aksesoris,Indra Maulana,Medan,Website,1,5000000,5,DLV-02
TRX658,2024-06-08 14:20:00,Razer Blade 15,Laptop,Joko Susilo,Jakarta,In-Store,1,42000000,0,SHP-01
TRX659,2024-07-09 17:00:00,iPhone 15,Smartphone,Kartika Sari,Semarang,Mobile App,1,21000000,10,DLV-02
TRX660,2024-08-10 19:45:00,Samsung Galaxy S24,Smartphone,Lina Marlina,Surabaya,Website,1,18500000,10,DLV-02
TRX661,2024-09-11 08:20:00,Sony WH-1000XM5,Audio,Mega Wati,Jakarta,In-Store,1,5500000,0,DLV-02
TRX662,2024-10-12 10:50:00,Dell XPS 15,Laptop,Nanda Putra,Bandung,Mobile App,1,32000000,15,SHP-01
TRX663,2024-11-13 13:40:00,Apple Watch Series 9,Aksesoris,Putri Amelia,Jakarta,Website,1,7500000,5,DLV-02
TRX664,2024-12-14 16:25:00,MacBook Air M2,Laptop,Siti Lestari ,Bandung,In-Store,1,23000000,0,DLV-02
TRX665,2024-01-15 18:10:00,JBL Charge 5,Audio,Budi Santoso,Jakarta,Mobile App,2,2500000,5,DLV-02
TRX666,2024-02-16 09:45:00,Samsung Odyssey G9,Monitor,Agus Wijaya,Jakarta,Website,1,28000000,15,SHP-01
TRX667,2024-03-17 12:15:00,Logitech MX Master 3S,Aksesoris,Dewi Puspita,Surabaya,In-Store,1,1800000,0,DLV-02
TRX668,2024-04-18 15:00:00,Google Pixel 8,Smartphone, Eko Prasetyo ,Yogyakarta,Mobile App,1,15000000,10,DLV-02
TRX669,2024-05-19 17:45:00,AirPods Pro 2,Audio,Fitri Handayani,Bandung,Website,1,4000000,5,RTN-03
TRX670,2024-06-20 19:30:00,ASUS ROG Zephyrus G14,Laptop,Gilang Ramadhan,Surabaya,In-Store,1,29500000,0,CNL-04
TRX671,2024-07-21 08:00:00,Anker PowerCore 10000,Aksesoris,Hana Yuliana,Jakarta,Mobile App,1,500000,5,DLV-02
TRX672,2024-08-22 10:30:00,LG UltraGear 27,Monitor,Indra Maulana,Medan,Website,1,9500000,10,DLV-02
TRX673,2024-09-23 13:20:00,Xiaomi 14,Smartphone,Joko Susilo,Jakarta,In-Store,1,12000000,0,DLV-02
TRX674,2024-10-24 16:00:00,Lenovo ThinkPad X1 Carbon,Laptop,Kartika Sari,Semarang,Mobile App,1,35000000,15,SHP-01
TRX675,2024-11-25 18:45:00,Bose QuietComfort Ultra,Audio,Lina Marlina,Surabaya,Website,1,6200000,5,DLV-02
TRX676,2024-12-26 09:10:00,HP Spectre x360,Laptop,Mega Wati,Jakarta,In-Store,1,26000000,0,DLV-02
TRX677,2024-01-27 11:40:00,Samsung Galaxy Watch 6,Aksesoris,Nanda Putra,Bandung,Mobile App,1,5000000,5,DLV-02
TRX678,2024-02-28 14:30:00,Razer Blade 15,Laptop,Putri Amelia,Jakarta,Website,1,42000000,15,SHP-01
TRX679,2024-03-29 17:15:00,iPhone 15,Smartphone,Siti Lestari ,Bandung,In-Store,1,21000000,0,DLV-02
TRX680,2024-04-30 19:00:00,Samsung Galaxy S24,Smartphone,Budi Santoso,Jakarta,Mobile App,1,18500000,10,DLV-02
TRX681,2024-05-01 08:40:00,Sony WH-1000XM5,Audio,Agus Wijaya,Jakarta,Website,1,5500000,5,DLV-02
TRX682,2024-06-02 11:10:00,Dell XPS 15,Laptop,Dewi Puspita,Surabaya,In-Store,1,32000000,0,SHP-01
TRX683,2024-07-03 13:55:00,Apple Watch Series 9,Aksesoris, Eko Prasetyo ,Yogyakarta,Mobile App,1,7500000,5,DLV-02
TRX684,2024-08-04 16:40:00,MacBook Air M2,Laptop,Fitri Handayani,Bandung,Website,1,23000000,10,DLV-02
TRX685,2024-09-05 18:25:00,JBL Charge 5,Audio,Gilang Ramadhan,Surabaya,In-Store,1,2500000,0,DLV-02
TRX686,2024-10-06 09:00:00,Samsung Odyssey G9,Monitor,Hana Yuliana,Jakarta,Mobile App,1,28000000,15,SHP-01
TRX687,2024-11-07 11:25:00,Logitech MX Master 3S,Aksesoris,Indra Maulana,Medan,Website,1,1800000,5,DLV-02
TRX688,2024-12-08 14:15:00,Google Pixel 8,Smartphone,Joko Susilo,Jakarta,In-Store,1,15000000,0,DLV-02
TRX689,2024-01-09 16:50:00,AirPods Pro 2,Audio,Kartika Sari,Semarang,Mobile App,1,4000000,5,RTN-03
TRX690,2024-02-10 18:35:00,ASUS ROG Zephyrus G14,Laptop,Lina Marlina,Surabaya,Website,1,29500000,15,CNL-04
TRX691,2024-03-11 08:15:00,Anker PowerCore 10000,Aksesoris,Mega Wati,Jakarta,In-Store,3,500000,0,DLV-02
TRX692,2024-04-12 10:45:00,LG UltraGear 27,Monitor,Nanda Putra,Bandung,Mobile App,1,9500000,10,DLV-02
TRX693,2024-05-13 13:30:00,Xiaomi 14,Smartphone,Putri Amelia,Jakarta,Website,1,12000000,5,DLV-02
TRX694,2024-06-14 16:15:00,Lenovo ThinkPad X1 Carbon,Laptop,Siti Lestari ,Bandung,In-Store,1,35000000,0,SHP-01
TRX695,2024-07-15 18:00:00,Bose QuietComfort Ultra,Audio,Budi Santoso,Jakarta,Mobile App,1,6200000,5,DLV-02
TRX696,2024-08-16 09:25:00,HP Spectre x360,Laptop,Agus Wijaya,Jakarta,Website,1,26000000,10,DLV-02
TRX697,2024-09-17 12:00:00,Samsung Galaxy Watch 6,Aksesoris,Dewi Puspita,Surabaya,In-Store,1,5000000,0,DLV-02
TRX698,2024-10-18 14:45:00,Razer Blade 15,Laptop, Eko Prasetyo ,Yogyakarta,Mobile App,1,42000000,15,SHP-01
TRX699,2024-11-19 17:30:00,iPhone 15,Smartphone,Fitri Handayani,Bandung,Website,1,21000000,10,DLV-02
TRX700,2024-12-20 19:15:00,Samsung Galaxy S24,Smartphone,Gilang Ramadhan,Surabaya,In-Store,1,18500000,0,DLV-02
